,entity,classes
1367,DBPEDIA_ID/Break_of_Dromore,"MilitaryConflict,Event,SocietalEvent"
1368,DBPEDIA_ID/Buffalo_Grove_ambush,"MilitaryConflict,Event,SocietalEvent"
1369,DBPEDIA_ID/China_International_Aviation_&_Aerospace_Exhibition,"SocietalEvent,Event,Convention"
1370,DBPEDIA_ID/Delray_Beach_Open,"SportsEvent,Tournament,WomensTennisAssociationTournament,Event,SocietalEvent"
1371,DBPEDIA_ID/FIS_Alpine_World_Ski_Championships_1966,"SportsEvent,Event,SocietalEvent"
1372,DBPEDIA_ID/FIS_Alpine_World_Ski_Championships_1982,"SportsEvent,Event,SocietalEvent"
1373,DBPEDIA_ID/FIS_Alpine_World_Ski_Championships_1991,"SportsEvent,Event,SocietalEvent"
1374,DBPEDIA_ID/Fall_of_Gallipoli,"MilitaryConflict,Event,SocietalEvent"
1375,DBPEDIA_ID/Festival_of_Fools,"SocietalEvent,Event,Convention"
1376,DBPEDIA_ID/First_Battle_of_Deep_Bottom,"MilitaryConflict,Event,SocietalEvent"
1377,DBPEDIA_ID/First_Battle_of_Dego,"MilitaryConflict,Event,SocietalEvent"
1378,DBPEDIA_ID/First_Tee_Open,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
1379,DBPEDIA_ID/Golf_at_the_1904_Summer_Olympics_–_Men's_team,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1380,DBPEDIA_ID/Insperity_Invitational,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
1381,DBPEDIA_ID/January_2001_El_Salvador_earthquake,"NaturalEvent,Earthquake,Event"
1382,KaZantip,"SocietalEvent,Event,Convention"
1383,DBPEDIA_ID/Lane_County_Farmers_Market,"SocietalEvent,Event,Convention"
1384,MechaCon,"SocietalEvent,Event,Convention"
1385,DBPEDIA_ID/Meigs_Raid,"MilitaryConflict,Event,SocietalEvent"
1386,DBPEDIA_ID/Moselle_Open,"SportsEvent,Tournament,WomensTennisAssociationTournament,Event,SocietalEvent"
1387,DBPEDIA_ID/National_Christmas_Tree_(United_States),"SocietalEvent,Event,Convention"
1388,DBPEDIA_ID/Norway_Rock_Festival,"MusicFestival,Event,SocietalEvent"
1389,Ohayocon,"SocietalEvent,Event,Convention"
1390,DBPEDIA_ID/Operation_Courageous,"MilitaryConflict,Event,SocietalEvent"
1391,DBPEDIA_ID/Operation_Eagle_Pull,"MilitaryConflict,Event,SocietalEvent"
1392,DBPEDIA_ID/Operation_Nasr,"MilitaryConflict,Event,SocietalEvent"
1393,DBPEDIA_ID/Operation_Summer_'95,"MilitaryConflict,Event,SocietalEvent"
1394,DBPEDIA_ID/Ortigueira's_Festival_of_Celtic_World,"MusicFestival,Event,SocietalEvent"
1395,DBPEDIA_ID/Paris_International_Agricultural_Show,"SocietalEvent,Event,Convention"
1396,DBPEDIA_ID/Raid_at_Combahee_Ferry,"MilitaryConflict,Event,SocietalEvent"
1397,DBPEDIA_ID/San_Antonio_Championship,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
1398,DBPEDIA_ID/Second_Battle_of_Dego,"MilitaryConflict,Event,SocietalEvent"
1399,DBPEDIA_ID/Senussi_Campaign,"MilitaryConflict,Event,SocietalEvent"
1400,DBPEDIA_ID/Siege_of_Abadan,"MilitaryConflict,Event,SocietalEvent"
1401,DBPEDIA_ID/Siege_of_Aleppo_(637),"MilitaryConflict,Event,SocietalEvent"
1402,DBPEDIA_ID/Siege_of_Alexandria,"MilitaryConflict,Event,SocietalEvent"
1403,DBPEDIA_ID/Siege_of_Autun,"MilitaryConflict,Event,SocietalEvent"
1404,DBPEDIA_ID/Siege_of_Bursa,"MilitaryConflict,Event,SocietalEvent"
1405,DBPEDIA_ID/Siege_of_Dubrovnik,"MilitaryConflict,Event,SocietalEvent"
1406,DBPEDIA_ID/Siege_of_Eretria,"MilitaryConflict,Event,SocietalEvent"
1407,DBPEDIA_ID/Siege_of_Fort_William,"MilitaryConflict,Event,SocietalEvent"
1408,DBPEDIA_ID/Siege_of_Gloucester,"MilitaryConflict,Event,SocietalEvent"
1409,DBPEDIA_ID/Siege_of_Hasedō,"MilitaryConflict,Event,SocietalEvent"
1410,DBPEDIA_ID/Siege_of_Khost,"MilitaryConflict,Event,SocietalEvent"
1411,DBPEDIA_ID/Siege_of_Lathom_House,"MilitaryConflict,Event,SocietalEvent"
1412,DBPEDIA_ID/Siege_of_Oviedo,"MilitaryConflict,Event,SocietalEvent"
1413,DBPEDIA_ID/Siege_of_Senonae,"MilitaryConflict,Event,SocietalEvent"
1414,DBPEDIA_ID/Siege_of_Stralsund_(1628),"MilitaryConflict,Event,SocietalEvent"
1415,DBPEDIA_ID/Siege_of_Zbarazh,"MilitaryConflict,Event,SocietalEvent"
1416,DBPEDIA_ID/Skirmish_of_Pastrengo_(1848),"MilitaryConflict,Event,SocietalEvent"
1417,DBPEDIA_ID/Spafford_Farm_massacre,"MilitaryConflict,Event,SocietalEvent"
1418,DBPEDIA_ID/St._Vrain_massacre,"MilitaryConflict,Event,SocietalEvent"
1419,DBPEDIA_ID/Stockholm_Open,"SportsEvent,Tournament,WomensTennisAssociationTournament,Event,SocietalEvent"
1420,DBPEDIA_ID/Stuttgart_Open,"SportsEvent,Tournament,WomensTennisAssociationTournament,Event,SocietalEvent"
1421,DBPEDIA_ID/The_Basin_Music_Festival,"MusicFestival,Event,SocietalEvent"
1422,DBPEDIA_ID/Tour_de_Ski,"SocietalEvent,Event,Convention"
1423,DBPEDIA_ID/Triathlon_at_the_2008_Summer_Olympics,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1424,DBPEDIA_ID/Tulsa_State_Fair,"SocietalEvent,Event,Convention"
1425,DBPEDIA_ID/Valencia_Open,"SportsEvent,Tournament,WomensTennisAssociationTournament,Event,SocietalEvent"
1426,DBPEDIA_ID/WGC-Cadillac_Championship,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
1427,DBPEDIA_ID/1169_Sicily_earthquake,"NaturalEvent,Earthquake,Event"
1428,DBPEDIA_ID/1222_Brescia_earthquake,"NaturalEvent,Earthquake,Event"
1429,DBPEDIA_ID/1899_All-Ireland_Senior_Football_Championship_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
1430,DBPEDIA_ID/1902–03_British_Home_Championship,Event
1431,DBPEDIA_ID/1906_Scottish_Cup_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
1432,DBPEDIA_ID/1911_Copa_del_Rey_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
1433,DBPEDIA_ID/1912_All-Ireland_Senior_Football_Championship,Event
1434,DBPEDIA_ID/1913_FA_Charity_Shield,"SportsEvent,FootballMatch,Event,SocietalEvent"
1435,DBPEDIA_ID/1926_Shikak_revolt,"MilitaryConflict,Event,SocietalEvent"
1436,DBPEDIA_ID/1928–29_British_Home_Championship,Event
1437,DBPEDIA_ID/1931_Southwest_Sumatra_earthquake,"NaturalEvent,Earthquake,Event"
1438,DBPEDIA_ID/1931–32_British_Home_Championship,Event
1439,DBPEDIA_ID/1935_All-Ireland_Senior_Camogie_Championship_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
1440,DBPEDIA_ID/1936_Coupe_de_France_Final,Event
1441,DBPEDIA_ID/1939_Norwegian_Football_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1442,DBPEDIA_ID/1946–47_in_Swedish_football,Event
1443,DBPEDIA_ID/1947–48_Copa_del_Generalísimo,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1444,DBPEDIA_ID/1948_Coupe_de_France_Final,Event
1445,DBPEDIA_ID/1948_Taça_de_Portugal_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
1446,DBPEDIA_ID/1949_All-Ireland_Senior_Camogie_Championship_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
1447,DBPEDIA_ID/1951_Roller_Hockey_World_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1448,DBPEDIA_ID/1953_Torud_earthquake,"NaturalEvent,Earthquake,Event"
1449,DBPEDIA_ID/1957_Torneo_di_Viareggio,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1450,DBPEDIA_ID/1962–63_Yugoslav_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1451,DBPEDIA_ID/1964_All-Ireland_Senior_Camogie_Championship_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
1452,DBPEDIA_ID/1964_Copa_del_Generalísimo_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
1453,DBPEDIA_ID/1965_Syracuse_Grand_Prix,"SportsEvent,GrandPrix,Event,SocietalEvent"
1454,DBPEDIA_ID/1966_Intercontinental_Cup,"SportsEvent,FootballMatch,Event,SocietalEvent"
1455,DBPEDIA_ID/1966–67_Yugoslav_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1456,DBPEDIA_ID/1974_CECAFA_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1457,DBPEDIA_ID/1975_NCAA_Men's_Volleyball_Tournament,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1458,DBPEDIA_ID/1976_UEFA_European_Under-18_Championship,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1459,DBPEDIA_ID/1977_Coupe_de_France_Final,Event
1460,DBPEDIA_ID/1978_All-Ireland_Senior_Camogie_Championship_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
1461,DBPEDIA_ID/1978_All-Ireland_Senior_Football_Championship_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
1462,DBPEDIA_ID/1978_UEFA_Cup_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
1463,DBPEDIA_ID/1979_All-Ireland_Senior_Camogie_Championship_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
1464,DBPEDIA_ID/1980–81_Copa_del_Rey,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1465,DBPEDIA_ID/1981_Grand_National,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
1466,DBPEDIA_ID/1982–83_Coupe_de_France,Event
1467,DBPEDIA_ID/1992–93_Taça_de_Portugal,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1468,DBPEDIA_ID/1993_Hokkaidō_earthquake,"NaturalEvent,Earthquake,Event"
1469,DBPEDIA_ID/1994_CONCACAF_Champions'_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1470,DBPEDIA_ID/1995_South_Asian_Games,"SportsEvent,Event,SocietalEvent"
1471,DBPEDIA_ID/1995–96_Copa_del_Rey,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1472,DBPEDIA_ID/1996_Rothmans_International_Tournament,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1473,DBPEDIA_ID/1997_All-Ireland_Senior_Football_Championship,Event
1474,DBPEDIA_ID/1997_Dunhill_Cup_Malaysia,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1475,DBPEDIA_ID/1998_All-Ireland_Senior_Ladies'_Football_Championship_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
1476,DBPEDIA_ID/1998_FIFA_World_Cup_qualification_(AFC),"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1477,DBPEDIA_ID/1998_IAAF_Grand_Prix_Final,"SportsEvent,Event,SocietalEvent"
1478,DBPEDIA_ID/1998_Torneo_Grandes_de_Centroamérica,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1479,DBPEDIA_ID/1999_Copa_América_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
1480,DBPEDIA_ID/1999_Copa_del_Rey_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
1481,DBPEDIA_ID/2000_Alfred_Dunhill_Cup,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
1482,DBPEDIA_ID/2000_All-Ireland_Senior_Football_Championship_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
1483,DBPEDIA_ID/2000_WGC-Andersen_Consulting_Match_Play_Championship,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
1484,DBPEDIA_ID/2000–01_UEFA_Cup_first_round,Event
1485,DBPEDIA_ID/2001_Copa_del_Rey_Juvenil,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1486,DBPEDIA_ID/2002_DFB-Ligapokal,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1487,DBPEDIA_ID/2002_FA_Women's_Cup_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
1488,DBPEDIA_ID/2003_U.S._Women's_Open_Golf_Championship,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
1489,DBPEDIA_ID/2003–04_FAW_Premier_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1490,DBPEDIA_ID/2006_World_Karate_Championships,"SportsEvent,Event,SocietalEvent"
1491,DBPEDIA_ID/2006–07_Iraqi_Premier_League,Event
1492,DBPEDIA_ID/2007_FAW_Premier_Cup_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
1493,DBPEDIA_ID/2007_Sultan_Qaboos_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1494,DBPEDIA_ID/2007–08_Swiss_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1495,DBPEDIA_ID/2009_Arab_Nations_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1496,DBPEDIA_ID/2009_Supertaça_Cândido_de_Oliveira,"SportsEvent,FootballMatch,Event,SocietalEvent"
1497,DBPEDIA_ID/2010_Eureka_earthquake,"NaturalEvent,Earthquake,Event"
1498,DBPEDIA_ID/2010_FIFA_World_Cup_qualification_–_UEFA_Group_6,Event
1499,DBPEDIA_ID/2010_Norwegian_Football_Cup_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
1500,DBPEDIA_ID/2010_Trophée_des_Alpilles,"SportsEvent,Tournament,TennisTournament,Event,SocietalEvent"
1501,DBPEDIA_ID/2011_Challenge_Bell,"SportsEvent,Tournament,TennisTournament,Event,SocietalEvent"
1502,DBPEDIA_ID/2011_Grand_Prix_de_Futsal,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1503,DBPEDIA_ID/2011–12_DFB-Pokal,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1504,DBPEDIA_ID/2012_Mercury_Insurance_Open,"SportsEvent,Tournament,TennisTournament,Event,SocietalEvent"
1505,DBPEDIA_ID/2012_Setanta_Sports_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1506,DBPEDIA_ID/2012_Stockholm_International_Film_Festival,"FilmFestival,Event,SocietalEvent"
1507,DBPEDIA_ID/2012_Suruga_Bank_Championship,"SportsEvent,FootballMatch,Event,SocietalEvent"
1508,DBPEDIA_ID/2012–13_Welsh_Women's_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1509,DBPEDIA_ID/2013_Asian_Youth_Para_Games,"SportsEvent,Event,SocietalEvent"
1510,DBPEDIA_ID/2013_Football_Impact_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1511,DBPEDIA_ID/2013_J.League_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1512,DBPEDIA_ID/2013_Lushan_earthquake,"NaturalEvent,Earthquake,Event"
1513,DBPEDIA_ID/2013_Munster_Senior_Hurling_Championship_Final,"SportsEvent,FootballMatch,Event,SocietalEvent"
1514,DBPEDIA_ID/2013_PTT_Cup,"SportsEvent,Tournament,TennisTournament,Event,SocietalEvent"
1515,DBPEDIA_ID/2013_Poznań_Open,"SportsEvent,Tournament,TennisTournament,Event,SocietalEvent"
1516,DBPEDIA_ID/2013_Sheikh_Jassim_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1517,DBPEDIA_ID/2013_Supercoppa_Italiana,"SportsEvent,FootballMatch,Event,SocietalEvent"
1518,DBPEDIA_ID/2013_WAFF_U-16_Championship,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1519,DBPEDIA_ID/2013–14_UEFA_Women's_Champions_League,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1520,DBPEDIA_ID/2014_Al_Habtoor_Tennis_Challenge,"SportsEvent,Tournament,TennisTournament,Event,SocietalEvent"
1521,DBPEDIA_ID/2014_Amputee_Football_World_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1522,DBPEDIA_ID/2014_Distal_&_ITR_Group_Tennis_Cup_and_the_Astra_Italy_Tennis_Cup,"SportsEvent,Tournament,TennisTournament,Event,SocietalEvent"
1523,DBPEDIA_ID/2014_FIFA_Ballon_d'Or,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1524,DBPEDIA_ID/2014_LSA_Adult_State_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1525,DBPEDIA_ID/2014_Mae_Lao_earthquake,"NaturalEvent,Earthquake,Event"
1526,DBPEDIA_ID/2014_Singapore_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1527,DBPEDIA_ID/2014_Uzbekistan_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1528,DBPEDIA_ID/2014–15_Welsh_Women's_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1529,DBPEDIA_ID/2015_AFF_Women's_Championship,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1530,DBPEDIA_ID/2015_Finnish_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1531,DBPEDIA_ID/2015_French_Open,"SportsEvent,Tournament,TennisTournament,Event,SocietalEvent"
1532,DBPEDIA_ID/2015_Tennis_Napoli_Cup,"SportsEvent,Tournament,TennisTournament,Event,SocietalEvent"
1533,DBPEDIA_ID/2015–16_Scottish_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1534,DBPEDIA_ID/2016_Copa_Libertadores,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1535,DBPEDIA_ID/2018_FIFA_World_Cup_qualification_(AFC),"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1536,DBPEDIA_ID/22nd_World_Science_Fiction_Convention,"SocietalEvent,Event,Convention"
1537,DBPEDIA_ID/2nd_Yokohama_Film_Festival,"FilmFestival,Event,SocietalEvent"
1538,DBPEDIA_ID/8th_Cinemalaya_Independent_Film_Festival,"FilmFestival,Event,SocietalEvent"
1539,DBPEDIA_ID/Ahmed_Barzani_revolt,"MilitaryConflict,Event,SocietalEvent"
1540,DBPEDIA_ID/All-Ireland_Senior_B_Hurling_Championship_1994,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1541,DBPEDIA_ID/Alpine_skiing_at_the_1992_Winter_Olympics_–_Women's_downhill,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1542,DBPEDIA_ID/Anglo-Powhatan_Wars,"MilitaryConflict,Event,SocietalEvent"
1543,"DBPEDIA_ID/Armenian_parliamentary_election,_2012","SocietalEvent,Election,Event"
1544,DBPEDIA_ID/Athletics_at_the_1912_Summer_Olympics_–_Men's_high_jump,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1545,DBPEDIA_ID/Athletics_at_the_1968_Summer_Olympics_–_Men's_800_metres,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1546,DBPEDIA_ID/Athletics_at_the_1976_Summer_Olympics_–_Men's_200_metres,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1547,DBPEDIA_ID/BP_National_Championships,"SportsEvent,Tournament,WomensTennisAssociationTournament,Event,SocietalEvent"
1548,DBPEDIA_ID/Ballyroan_Stakes,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
1549,DBPEDIA_ID/Battle_for_Vozuća,"MilitaryConflict,Event,SocietalEvent"
1550,DBPEDIA_ID/Battle_of_Belahoe,"MilitaryConflict,Event,SocietalEvent"
1551,DBPEDIA_ID/Battle_of_Chalcedon_(74_BC),"MilitaryConflict,Event,SocietalEvent"
1552,DBPEDIA_ID/Battle_of_El_Pla,"MilitaryConflict,Event,SocietalEvent"
1553,DBPEDIA_ID/Battle_of_Hegyes,"MilitaryConflict,Event,SocietalEvent"
1554,DBPEDIA_ID/Battle_of_Hillah_(2003),"MilitaryConflict,Event,SocietalEvent"
1555,DBPEDIA_ID/Battle_of_Konna,"MilitaryConflict,Event,SocietalEvent"
1556,DBPEDIA_ID/Battle_of_Lipnic,"MilitaryConflict,Event,SocietalEvent"
1557,DBPEDIA_ID/Battle_of_Tara_(1150),"MilitaryConflict,Event,SocietalEvent"
1558,DBPEDIA_ID/Battle_of_Vila_Velha,"MilitaryConflict,Event,SocietalEvent"
1559,DBPEDIA_ID/Battle_of_Vosges_(58_BC),"MilitaryConflict,Event,SocietalEvent"
1560,DBPEDIA_ID/Battle_of_Warka,"MilitaryConflict,Event,SocietalEvent"
1561,DBPEDIA_ID/Battles_of_Wenden_(1577–78),"MilitaryConflict,Event,SocietalEvent"
1562,DBPEDIA_ID/Beach_volleyball_at_the_2016_Summer_Olympics_–_Men's_tournament,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1563,DBPEDIA_ID/Beach_volleyball_at_the_2016_Summer_Olympics_–_Women's_tournament,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1564,DBPEDIA_ID/Bellum_Batonianum,"MilitaryConflict,Event,SocietalEvent"
1565,DBPEDIA_ID/Biathlon_at_the_2012_Winter_Youth_Olympics,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1566,DBPEDIA_ID/Bombardment_of_Punta_Sombrero,"MilitaryConflict,Event,SocietalEvent"
1567,"DBPEDIA_ID/British_Honduras_general_election,_1961","SocietalEvent,Election,Event"
1568,DBPEDIA_ID/Cadusian_campaign_of_Artaxerxes_II,"MilitaryConflict,Event,SocietalEvent"
1569,DBPEDIA_ID/Cao_Cao's_invasion_of_Xu_Province,"MilitaryConflict,Event,SocietalEvent"
1570,DBPEDIA_ID/Capture_of_Eilean_Donan_Castle,"MilitaryConflict,Event,SocietalEvent"
1571,DBPEDIA_ID/Capture_of_La_Boisselle,"MilitaryConflict,Event,SocietalEvent"
1572,DBPEDIA_ID/Cascadia_Con,"SocietalEvent,Event,Convention"
1573,DBPEDIA_ID/Celebrate_Brooklyn!,"MusicFestival,Event,SocietalEvent"
1574,"DBPEDIA_ID/Chicago_mayoral_election,_1999","SocietalEvent,Election,Event"
1575,DBPEDIA_ID/Clock_Open,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
1576,"DBPEDIA_ID/Croatian_parliamentary_election,_1892","SocietalEvent,Election,Event"
1577,DBPEDIA_ID/Cumberland_Senior_Cup,Event
1578,DBPEDIA_ID/Danone_Hardcourt_Championships,"SportsEvent,Tournament,WomensTennisAssociationTournament,Event,SocietalEvent"
1579,DBPEDIA_ID/Delta_Jackpot_Stakes,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
1580,DBPEDIA_ID/EMLL_22nd_Anniversary_Show,"SportsEvent,WrestlingEvent,Event,SocietalEvent"
1581,"DBPEDIA_ID/Ecuadorian_presidential_election,_1940","SocietalEvent,Election,Event"
1582,DBPEDIA_ID/Eurosonic_Noorderslag,"SocietalEvent,Event,Convention"
1583,DBPEDIA_ID/Expedition_of_Umar_ibn_al-Khatab,"MilitaryConflict,Event,SocietalEvent"
1584,DBPEDIA_ID/FRY_Fest,"SocietalEvent,Event,Convention"
1585,DBPEDIA_ID/Fencing_at_the_2012_Summer_Olympics_–_Men's_team_foil,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1586,DBPEDIA_ID/First_Battle_of_Collierville,"MilitaryConflict,Event,SocietalEvent"
1587,DBPEDIA_ID/First_Battle_of_Heglig,"MilitaryConflict,Event,SocietalEvent"
1588,DBPEDIA_ID/First_Ostend_Raid,"MilitaryConflict,Event,SocietalEvent"
1589,DBPEDIA_ID/Football_at_the_1946_Central_American_and_Caribbean_Games,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1590,DBPEDIA_ID/Football_at_the_1997_Southeast_Asian_Games,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1591,DBPEDIA_ID/Football_at_the_2015_African_Games_–_Men's_qualification,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1592,DBPEDIA_ID/France_at_the_FIFA_World_Cup,Event
1593,"DBPEDIA_ID/French_legislative_election,_1816","SocietalEvent,Election,Event"
1594,"DBPEDIA_ID/French_legislative_election,_1871","SocietalEvent,Election,Event"
1595,DBPEDIA_ID/Gimcrack_Stakes_(PR),"SportsEvent,HorseRace,Race,Event,SocietalEvent"
1596,Glamourcon,"SocietalEvent,Event,Convention"
1597,DBPEDIA_ID/Glory_7:_Milan,"SportsEvent,MixedMartialArtsEvent,Event,SocietalEvent"
1598,DBPEDIA_ID/Governor_Stakes,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
1599,DBPEDIA_ID/Gran_Premio_Bruno_Beghelli,"SportsEvent,Race,Event,SocietalEvent,CyclingRace"
1600,DBPEDIA_ID/Grand_Prix_Adri_van_der_Poel,"SportsEvent,Race,Event,SocietalEvent,CyclingRace"
1601,DBPEDIA_ID/Greater_Hickory_Kia_Classic_at_Rock_Barn,"SportsEvent,SocietalEvent,Event,Tournament,GolfTournament"
1602,"DBPEDIA_ID/Greek_legislative_election,_1990","SocietalEvent,Election,Event"
1603,"DBPEDIA_ID/Greek_presidential_election,_2014–15","SocietalEvent,Election,Event"
1604,DBPEDIA_ID/Gymnastics_at_the_2012_Summer_Olympics_–_Men's_parallel_bars,"SportsEvent,OlympicEvent,Olympics,Event,SocietalEvent"
1605,DBPEDIA_ID/Hall_Mark_Stakes,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
1606,"DBPEDIA_ID/Hong_Kong_Island_by-election,_2007","SocietalEvent,Election,Event"
1607,"DBPEDIA_ID/Hong_Kong_sanitary_board_election,_1922","SocietalEvent,Election,Event"
1608,DBPEDIA_ID/Hot_Docs_Canadian_International_Documentary_Festival,"FilmFestival,Event,SocietalEvent"
1609,"DBPEDIA_ID/Houston_mayoral_election,_2015","SocietalEvent,Election,Event"
1610,"DBPEDIA_ID/Hungarian_parliamentary_election,_2014","SocietalEvent,Election,Event"
1611,DBPEDIA_ID/Indiana_Derby,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
1612,DBPEDIA_ID/Indo-Pakistani_Air_War_of_1965,"MilitaryConflict,Event,SocietalEvent"
1613,"DBPEDIA_ID/Invercargill_by-election,_1873","SocietalEvent,Election,Event"
1614,DBPEDIA_ID/Israeli_10th_Anniversary_Cup,"SportsEvent,Tournament,SoccerTournament,Event,SocietalEvent"
1615,"DBPEDIA_ID/Jammu_and_Kashmir_Legislative_Assembly_election,_1983","SocietalEvent,Election,Event"
1616,DBPEDIA_ID/Japan_Breeding_farms'_Cup_Sprint,"SportsEvent,HorseRace,Race,Event,SocietalEvent"
1617,"DBPEDIA_ID/Japanese_House_of_Councillors_election,_1947","SocietalEvent,Election,Event"
1618,DBPEDIA_ID/Japanese_conquest_of_Burma,"MilitaryConflict,Event,SocietalEvent"
1619,DBPEDIA_ID/K-Pop_Night_Out_at_SXSW,"SocietalEvent,Event,Convention"
1620,"DBPEDIA_ID/Kentucky_gubernatorial_election,_1899","SocietalEvent,Election,Event"
1621,"DBPEDIA_ID/Kildare_County_Council_election,_1999","SocietalEvent,Election,Event"
